id,progeny,family,GDDTA_summer,GDDTS_summer,PH_summer,EH_summer,TLN_summer,GDDTA_winter,GDDTS_winter,PH_winter,EH_winter,TLN_winter
282,05CL_3015,B97xKi14,1164.039553,1250.130995,196.94492,88.60414029,22.40702836,863.7544942,887.7413068,124.1007036,57.08508007,17.48214125
283,05CL_3016,B97xKi14,1013.947491,1050.066294,159.4916955,75.70939268,20.21501906,843.1055034,857.0520197,112.4999446,49.28398101,16.20635591
284,05CL_3017,B97xKi14,1036.136937,1065.904755,161.8107384,82.31542854,20.0084172,834.3045831,841.4716419,107.6326086,57.43234688,15.71176344
285,05CL_3018,B97xKi14,1088.424324,1192.121721,178.4671014,77.87412872,19.87841635,840.2185294,877.7065528,128.6765302,60.68423248,15.57306093
286,05CL_3019,B97xKi14,1127.656329,1188.953592,171.6810152,76.24669769,23.43261456,893.4269406,943.1154293,115.0117558,51.89468732,17.86905231
287,05CL_3020,B97xKi14,1056.953706,1137.925139,164.941718,66.16445774,19.63967771,892.0499516,945.2109511,105.1831809,35.09626287,14.64547348
288,05CL_3023,B97xKi14,999.7518732,1043.227294,155.1021223,59.11176706,20.24254175,841.5589376,890.4348232,112.7137641,42.39097798,16.01142519
289,05CL_3024,B97xKi14,1125.144341,1258.701018,146.1976213,61.57736872,20.21913889,839.5257284,917.9254917,107.1769826,47.33913187,15.43887693
290,05CL_3025,B97xKi14,1042.144403,1101.785482,189.0239095,82.50158434,19.53735555,850.6460584,901.5160656,129.9559815,57.04342923,16.07986599
291,05CL_3026,B97xKi14,1100.275516,1233.586808,128.2670107,49.30919464,18.05994466,911.5058005,946.2891201,114.9346263,49.84407369,15.94183621
292,05CL_3027,B97xKi14,1103.436996,1167.487825,179.3205492,86.15297473,21.6667924,863.2130183,892.8123909,121.1837519,56.19360456,16.89944744
293,05CL_3028,B97xKi14,1044.238807,1109.194598,151.0893554,71.48676766,20.83372065,847.02054,892.6599097,127.1268804,60.984008,16.86285454
294,05CL_3029,B97xKi14,1053.890209,1127.177601,189.8764416,80.46926083,20.36911716,842.5395709,907.3211546,128.2987242,57.20351816,16.01935074
295,05CL_3031,B97xKi14,1039.181552,1122.044145,172.6596563,63.19737982,21.4637186,891.7894736,952.2994702,116.3811878,55.77398805,17.97939272
296,05CL_3032,B97xKi14,1039.525343,1084.283764,197.9797561,87.77264895,20.9471528,845.080733,879.9071025,131.0026164,61.63534286,16.32317348
297,05CL_3033,B97xKi14,1102.067232,1224.524159,172.3116496,73.6187992,20.59937752,876.9745573,913.0497285,114.9456095,47.63968177,15.88264986
298,05CL_3034,B97xKi14,1090.278339,1176.148491,185.1046405,88.74794985,20.90155372,837.4214567,861.6886944,123.7720753,54.25667372,16.86852636
299,05CL_3036,B97xKi14,1077.782508,1130.453044,190.4095087,103.994592,21.04308743,873.5436508,916.8046411,136.9886115,70.28303654,18.52549591
300,05CL_3037,B97xKi14,1043.928729,1111.824053,187.9085904,91.77175739,20.81896055,840.2005121,856.429702,128.9092159,59.35999744,15.98832707
301,05CL_3038,B97xKi14,1084.046825,1159.784918,164.7644398,75.18565717,20.00223376,853.9014406,886.3725218,117.6979302,55.45512977,15.98018974
302,05CL_3039,B97xKi14,1086.503299,1139.496337,173.6044052,79.60184208,21.59403364,893.3950835,915.7937112,115.2223905,63.51473206,17.78811788
303,05CL_3040,B97xKi14,1142.776603,1256.879225,175.0247427,67.14088575,19.71807475,914.3454998,951.2358983,112.2109539,53.8792772,16.58206935
304,05CL_3041,B97xKi14,1097.160125,1155.766148,160.0450771,67.56275482,19.89743645,906.512995,976.4745339,100.1954975,52.37247491,16.7846778
305,05CL_3042,B97xKi14,1016.354964,1049.713167,151.866666,71.72477963,20.02968814,840.6260574,855.2467863,113.0395284,51.31732305,16.22738468
306,05CL_3043,B97xKi14,1006.046792,1045.397873,155.3647038,66.3247136,18.94427692,836.5704883,855.9663909,119.6196371,50.19675354,15.18657601
307,05CL_3044,B97xKi14,1125.073955,1186.66563,192.6631462,99.42971127,21.96932763,883.8039704,908.3250832,119.6500332,61.94288476,17.11327499
308,05CL_3045,B97xKi14,1074.269462,1211.669882,156.0788983,63.08394997,19.87592462,874.8181668,941.3135856,111.1830831,50.87608527,16.2862875
309,05CL_3046,B97xKi14,1053.327941,1172.82838,150.8079317,61.51334186,19.99487434,901.0046291,980.3007732,110.3926585,52.6284038,17.59760791
310,05CL_3047,B97xKi14,1080.305003,1157.669548,166.1377726,76.30056307,21.41289347,851.9036981,891.5700445,114.0264575,51.48334867,17.28588211
311,05CL_3048,B97xKi14,1051.198975,1099.035743,171.7661117,73.846166,20.76826017,872.1513653,930.9823093,118.1262159,49.00570033,17.12117959
312,05CL_3049,B97xKi14,1090.439769,1219.593902,165.5215776,57.42425896,18.56697771,875.4997217,917.6525546,120.4964578,47.09348664,15.42520198
313,05CL_3050,B97xKi14,1101.39017,1182.512635,161.3312899,68.33380838,20.9079703,863.2325488,938.1782725,109.8646138,57.67847453,16.77056578
314,05CL_3051,B97xKi14,1048.90845,1090.244728,160.7406543,69.35359292,22.00724218,874.6404519,906.5434591,123.3715071,62.62456161,18.50849173
315,05CL_3052,B97xKi14,1025.76854,1098.949493,160.2699909,70.47345177,19.7860464,860.3284081,918.0833865,117.0883781,51.80048897,15.73880894
316,05CL_3053,B97xKi14,1047.810753,1097.787291,187.5743672,80.44833051,22.75876396,833.7709494,844.1484198,134.8968187,49.86274834,18.15748441
317,05CL_3054,B97xKi14,1046.728074,1093.658013,157.7791694,65.26809691,20.45222124,866.8243149,912.724156,107.3803608,43.02859795,15.90938128
318,05CL_3055,B97xKi14,1060.951047,1108.586805,173.184923,84.14350684,21.37846344,872.3304745,901.7179049,133.779669,73.73351165,17.5977016
319,05CL_3056,B97xKi14,1083.444196,1169.298821,157.2212484,75.64209467,21.96342052,863.6535289,889.2906598,125.717668,61.80511209,17.13937479
320,05CL_3057,B97xKi14,1015.880122,1060.070534,152.4571532,64.26046968,19.94835106,859.3548839,913.9310348,108.472128,46.34038096,16.02513528
321,05CL_3058,B97xKi14,1103.851644,1219.439208,156.8031061,65.27461137,19.33770065,847.8453764,934.2061393,101.4544249,43.77697955,15.01964682
322,05CL_3059,B97xKi14,1130.06705,1217.737784,159.1642649,74.64713668,21.25727416,899.5540104,972.2335472,111.585785,59.93974365,16.84740982
323,05CL_3060,B97xKi14,1022.962069,1078.623607,159.0185583,67.91838817,20.41910382,880.4653013,926.6288505,115.2068431,54.65628843,16.77278147
324,05CL_3061,B97xKi14,1024.023584,1066.71856,164.677031,69.50520441,19.85945473,866.4667009,890.3205252,118.6900552,53.53796144,16.94399909
325,05CL_3062,B97xKi14,1034.490301,1102.579963,169.270418,64.39768708,20.30059045,857.1737235,915.9794381,125.2048164,59.24302991,17.290962
326,05CL_3063,B97xKi14,1020.066011,1076.427809,155.3437304,59.5929657,18.58607682,850.7270603,906.8717683,117.6485191,49.89131003,15.27947294
327,05CL_3064,B97xKi14,1084.023583,1160.882116,161.989077,64.99483787,20.62953808,855.9266032,873.4448488,113.8348888,45.52798152,16.66686963
328,05CL_3066,B97xKi14,1033.488078,1079.59017,186.0001156,81.64637513,22.19599735,847.4498837,877.8328873,126.9998699,63.14176744,17.97197615
329,05CL_3067,B97xKi14,1066.246031,1114.134165,191.1346745,78.88877004,19.80914105,856.1732907,897.7237638,125.4679256,53.53660465,15.3057766
330,05CL_3068,B97xKi14,1040.069653,1107.320601,148.8197388,59.65688517,18.17695578,853.806989,942.0631751,106.8685301,47.13276745,15.2997759
331,05CL_3069,B97xKi14,1133.423322,1190.873627,140.7051278,58.32664196,19.70503471,883.7168179,907.9222956,99.04245592,48.38937144,16.74100624
332,05CL_3070,B97xKi14,1037.203517,1089.024595,170.026049,73.53813136,20.44120795,868.591384,922.534603,114.7488488,52.72236049,16.42146961
333,05CL_3071,B97xKi14,1006.007027,1041.600361,145.7233854,65.49411167,20.1349355,833.1676688,869.4241739,112.2650422,51.52430498,16.69166944
334,05CL_3072,B97xKi14,1051.800223,1137.350788,156.4395923,66.03991042,20.65879667,909.0851416,961.6078526,112.9489668,57.44029108,18.10340818
335,05CL_3073,B97xKi14,1036.706537,1120.295032,181.4208185,75.94719768,20.38327196,877.1290454,941.3243174,138.6818902,63.12514056,17.03562118
336,05CL_3074,B97xKi14,1004.196609,1022.445339,154.0640803,67.06673347,19.50184032,814.9879178,828.7625336,114.1578743,47.50439307,15.31992954
337,05CL_3075,B97xKi14,1062.121174,1138.627948,151.6717383,64.63991593,19.99542525,849.2072942,903.2352803,104.653184,45.31799371,15.88978363
338,05CL_3076,B97xKi14,1011.88622,1050.018897,151.8820906,68.17754668,19.97218257,837.3196738,866.6311497,121.2033115,53.39219324,16.65550709
339,05CL_3077,B97xKi14,1083.093485,1151.042876,162.8867572,69.60249737,21.20605047,848.6432763,877.1116591,113.5339292,50.79357904,15.5504973
340,05CL_3078,B97xKi14,1035.011308,1130.447265,146.0216232,56.21240739,19.3124672,852.2090918,878.9891199,111.6667496,46.78502595,16.03665716
341,05CL_3079,B97xKi14,1026.616558,1075.380053,167.0269458,67.24182586,19.41779406,837.9606299,847.1277944,118.3301569,50.93645265,16.07997459
342,05CL_3080,B97xKi14,1080.539448,1118.007563,161.1437329,65.32657459,20.64098513,895.903283,921.8650732,115.893404,62.23957889,17.1524281
343,05CL_3082,B97xKi14,1020.515079,1106.445258,149.7176731,56.53849814,18.23999165,855.6602735,892.5973749,112.4628745,51.89856809,15.90144697
344,05CL_3083,B97xKi14,999.685125,1045.397614,143.6726653,51.3168252,19.61626087,849.3032475,885.4078631,116.2753572,46.71776436,15.7282585
345,05CL_3084,B97xKi14,1051.706867,1136.133583,131.6795853,49.40088781,19.31652874,874.9450632,956.5855353,109.5158662,47.93294025,16.37809003
346,05CL_3085,B97xKi14,1090.653612,1184.312381,148.7660917,56.21013673,19.42066721,893.0302189,965.075329,102.7452721,46.24182146,16.19979486
347,05CL_3086,B97xKi14,1054.266469,1113.988934,159.4041088,65.56423476,20.93256208,837.3909083,869.0341729,123.9208419,58.13990207,17.29753228
348,05CL_3087,B97xKi14,1017.968403,1079.378666,157.3312063,62.15397397,20.19770685,847.8047123,903.5100799,119.1527492,53.40963776,16.55717396
349,05CL_3088,B97xKi14,1032.157262,1095.802021,141.8620364,58.02100549,20.09226899,888.1580927,940.7211259,109.0572969,57.00546109,17.35846603
350,05CL_3089,B97xKi14,1121.701684,1158.106964,172.996986,88.47280107,22.13331002,904.1488827,918.051446,101.1639464,55.20815735,17.25336944
351,05CL_3090,B97xKi14,1067.331735,1139.910413,178.6522802,69.88179802,20.95427734,850.1459955,891.4558545,117.9327456,49.68054892,16.37829737
352,05CL_3091,B97xKi14,1027.555308,1111.12367,153.5961122,65.56653621,21.44296251,886.2297283,905.9172491,107.1519004,48.83129905,17.55683235
353,05CL_3092,B97xKi14,1199.892058,1296.391385,186.1876913,82.18202599,22.89656021,885.8685037,930.9942345,90.24920412,40.23522721,17.19771163
354,05CL_3093,B97xKi14,1040.627825,1102.045079,157.6367291,64.73552552,19.6983505,844.6796538,878.3030034,120.4025061,57.63816783,16.55944903
355,05CL_3095,B97xKi14,984.2909524,1019.139605,151.848264,59.86961544,18.61720773,805.3272657,813.8413531,115.2718721,41.5257741,15.18774437
356,05CL_3096,B97xKi14,1101.942649,1125.930675,160.6982789,76.12246948,21.25663743,866.932259,871.8583318,112.9823478,55.67289209,16.80176457
357,05CL_3098,B97xKi14,1018.407695,1059.196741,155.2207604,64.96301848,20.23288215,857.2100549,884.7249863,122.5475891,54.45607836,16.76376455
358,05CL_3099,B97xKi14,1068.699116,1130.937858,154.7810276,63.47833676,20.39050208,833.5326898,908.8160989,109.9418118,43.16393272,15.62384007
359,05CL_3100,B97xKi14,1110.312578,1183.866277,168.0600194,79.08365999,19.81418584,909.9429481,947.4710439,127.5506935,66.15239114,16.57838672
360,05CL_3101,B97xKi14,1044.72579,1079.03765,165.9698595,85.09467764,20.76605161,848.4354173,875.1511065,121.6904352,63.82958576,16.48503662
361,05CL_3102,B97xKi14,1040.282093,1100.024069,203.5670423,93.87171051,20.37199821,852.1702982,886.1610411,134.0998165,56.81899281,16.52429343
362,05CL_3103,B97xKi14,1052.856402,1124.69899,164.3982829,62.94111794,19.03601135,837.0023395,885.4918608,110.1799472,42.33153073,14.37603865
363,05CL_3104,B97xKi14,1111.078212,1202.528727,185.8195702,84.68418588,20.62764804,871.3886415,913.5206194,129.5251575,61.75026816,16.30931534
364,05CL_3105,B97xKi14,1051.840114,1115.235062,205.0362047,90.66708512,20.69885323,842.2805539,876.6636322,126.6337077,54.65804805,15.66332116
365,05CL_3106,B97xKi14,1052.144536,1123.831914,168.0883908,70.51750297,20.74869689,865.4962559,942.5997754,127.4154725,54.45919661,17.40574895
366,05CL_3107,B97xKi14,1045.720773,1113.26651,198.0712627,81.63841111,20.68807792,876.8784471,901.3365522,123.6476805,58.53569447,16.51652169
367,05CL_3108,B97xKi14,1107.969842,1210.127374,164.8340558,78.04716615,20.43526097,928.8270154,1033.902626,113.7592422,57.46957167,17.25485109
368,05CL_3109,B97xKi14,1031.210617,1063.409274,194.6852346,88.01521025,20.95410926,873.880979,896.0115735,142.6024515,75.37836669,17.56499755
369,05CL_3110,B97xKi14,1078.459882,1131.352112,150.3090664,62.84617625,19.14156572,866.1538665,891.1784753,124.8619508,55.97464738,16.83963182
370,05CL_3111,B97xKi14,1090.639003,1160.026401,134.2256669,58.45495453,20.88734288,869.4312064,918.3236118,104.2007809,47.3424514,17.22701372
371,05CL_3112,B97xKi14,1024.279841,1095.522488,134.6774852,60.60538982,19.30587474,917.7110856,974.8374462,102.3064228,46.48598364,15.63637209
372,05CL_3113,B97xKi14,1047.623765,1117.358068,110.2045418,46.04455701,18.82556887,864.3902427,934.1397309,83.62708389,37.99687944,15.10713944
373,05CL_3114,B97xKi14,1078.029745,1143.002836,142.8673327,63.0988673,21.43737587,875.785357,917.3543255,107.0432078,46.20334207,16.81663653
374,05CL_3116,B97xKi14,1105.382279,1180.884254,189.0423184,96.0308256,21.61567166,882.2833335,929.2018327,115.3967263,58.85755457,15.85368081
375,05CL_3117,B97xKi14,1066.905641,1142.117866,115.4178511,43.9541184,18.57544151,873.3892668,927.8939711,103.0230939,43.35872226,15.59420017
376,05CL_3118,B97xKi14,1096.957979,1199.578474,210.9119552,96.95389801,22.67588558,852.11786,884.7933799,129.144097,66.17548811,17.1650942
377,05CL_3119,B97xKi14,994.5868708,1036.379923,149.9301307,59.8106136,19.67220999,847.140687,873.0517368,123.5390119,52.16367358,16.03257344
378,05CL_3120,B97xKi14,1107.71677,1164.400517,153.2770993,72.7115717,19.70188988,865.2970337,920.802027,95.16172098,43.39717996,15.75831903
379,05CL_3121,B97xKi14,987.6712389,1019.775849,164.6708253,58.67573877,19.76778642,830.0889347,842.0406094,116.2706511,42.82078971,16.29171865
380,05CL_3123,B97xKi14,1056.8947,1116.457571,180.8853476,73.3375359,20.63224088,843.2180912,882.5692305,126.9295111,55.6326188,15.9734847
381,05CL_3124,B97xKi14,1030.494738,1084.088948,157.3702717,72.01757607,19.85407881,864.3622395,915.0389931,118.8040642,55.16114269,16.03915498
382,05CL_3125,B97xKi14,1004.561266,1072.925225,157.866658,57.43051928,18.86019682,824.1236701,851.6648389,113.3160083,46.30284277,15.08036166
383,05CL_3126,B97xKi14,1093.596093,1212.912426,163.4905735,65.64950061,20.96789789,847.599812,906.6396345,116.456854,49.70823181,16.70144132
384,05CL_3127,B97xKi14,1119.079576,1204.920532,164.4404972,77.42253693,20.54300833,867.8114053,918.771117,109.7093276,54.36068427,16.10208492
385,05CL_3128,B97xKi14,1021.363405,1085.061887,158.7130702,72.55062785,19.46781458,863.3961798,910.3361482,113.9637197,50.97266293,15.58856668
386,05CL_3129,B97xKi14,1061.603709,1123.819449,172.6291703,69.34405431,20.650018,856.3865162,913.8549226,115.1301306,45.43895614,16.61509971
387,05CL_3130,B97xKi14,1137.359595,1211.004867,189.4829296,97.01706019,22.47115362,883.34027,917.5486885,132.1782936,70.80031371,18.1410695
388,05CL_3132,B97xKi14,1019.916326,1081.357342,187.5763759,82.25361602,19.9961961,846.2554065,905.9608226,127.5788592,58.13232074,16.21441249
389,05CL_3133,B97xKi14,1008.091848,1050.133149,163.4332629,59.23865754,18.54961809,823.4462141,855.8350213,113.4136334,41.50303281,15.03209966
390,05CL_3134,B97xKi14,1043.982021,1101.959889,170.0754198,80.34065929,21.90018756,860.9592897,898.935636,125.8887988,55.31671238,17.93337318
391,05CL_3135,B97xKi14,1084.793367,1219.064402,162.9183801,56.81067377,19.5910941,883.4342959,957.3695383,120.2083619,53.01635551,16.7206127
392,05CL_3136,B97xKi14,1110.479979,1195.475143,163.0879422,55.77999146,20.91227181,907.4821257,965.4838428,103.2938854,41.18704363,16.2237774
393,05CL_3137,B97xKi14,1038.562364,1111.973238,194.354961,80.34633724,21.75258032,863.8961838,890.0513123,122.0075112,55.44479833,17.29167463
394,05CL_3138,B97xKi14,1165.523738,1230.410855,198.4478503,90.6530656,21.85571677,882.078603,907.7868436,127.7883466,64.27934143,16.95170121
395,05CL_3139,B97xKi14,1099.960712,1140.950482,160.3912863,69.03397632,21.10455376,873.3682879,898.5223961,114.0132133,53.83559487,16.10590247
396,05CL_3140,B97xKi14,1026.242221,1053.015728,146.6538955,66.00235001,20.44590265,854.5814662,850.5779335,113.0966379,51.75959439,16.87561124
397,05CL_3141,B97xKi14,1096.136973,1221.554127,170.4873571,65.89201748,21.31898496,860.541823,921.7727374,113.4695183,43.32761661,16.43738724
398,05CL_3142,B97xKi14,1079.265706,1129.832604,148.5099793,67.48381848,20.5524451,893.9584639,944.6455551,96.97796088,43.57926455,17.41920043
399,05CL_3143,B97xKi14,1116.178388,1204.352956,179.3986081,80.83373503,20.6630252,837.4034338,859.8757829,122.1652932,54.73648432,16.06431679
400,05CL_3144,B97xKi14,1104.09195,1232.60483,157.7055107,57.6683733,19.3050668,881.4483148,959.4999369,98.2180586,44.14267392,17.3453535
401,05CL_3146,B97xKi14,1061.928302,1158.093825,174.602444,70.40559652,19.74065176,916.8655002,962.1092046,108.8427555,54.3266843,16.28282048
402,05CL_3147,B97xKi14,1013.330338,1062.895455,133.0239771,47.4227015,18.54884288,839.4238889,869.1851576,113.4651057,42.42247761,16.3592955
403,05CL_3148,B97xKi14,1035.273191,1051.830657,167.0762943,81.68958842,20.32061568,849.7423528,860.5189273,113.3322477,53.78746969,15.43496993
404,05CL_3149,B97xKi14,1063.142182,1150.511881,149.3654301,59.80856398,20.25404505,875.0055866,943.4551421,117.7982324,57.11171068,16.97105162
405,05CL_3150,B97xKi14,1039.969935,1067.999314,165.6193449,84.56876206,21.19306743,840.5460051,850.7647879,128.8086731,66.4966765,17.63387528
406,05CL_3151,B97xKi14,1101.350585,1176.170723,209.6213636,100.2408768,23.13649735,862.6479953,919.5482598,128.1340537,66.240762,18.5832956
407,05CL_3154,B97xKi14,1084.966844,1169.948772,177.8054006,82.57711734,20.26235849,853.3321666,886.9262747,115.5894204,55.87359859,15.56631164
408,05CL_3155,B97xKi14,1145.38892,1274.972353,133.7585397,66.17095231,19.90380434,900.2214691,947.7260647,93.07150611,43.1286126,16.11945635
409,05CL_3156,B97xKi14,1065.410872,1116.811807,188.0123168,90.14347748,21.23116524,864.3415215,890.2219105,132.2002579,66.559242,16.25831126
410,05CL_3157,B97xKi14,1029.848435,1098.375669,196.5942083,92.21543184,21.66261255,835.8846086,850.6315746,137.0144746,63.41163417,17.01638534
411,05CL_3158,B97xKi14,1086.334458,1176.198459,154.6527239,71.52592028,20.21384826,849.0463691,919.0443034,110.7386444,49.45676806,15.5288889
412,05CL_3159,B97xKi14,1040.41392,1101.481659,172.7218586,86.86704555,21.61203414,870.5822479,904.6373258,115.4761124,64.43677472,17.4070983
413,05CL_3160,B97xKi14,1051.226447,1120.246893,172.5844325,74.49132656,19.25881087,862.9363304,904.6911721,116.0718489,52.62000476,15.39335307
414,05CL_3161,B97xKi14,1038.651669,1124.84193,192.8276891,80.48026816,19.59548934,856.211635,915.9703026,130.5977734,59.09007136,15.80553129
415,05CL_3162,B97xKi14,1129.294561,1245.628319,156.8647007,70.00597741,23.05587781,854.8131788,903.1462868,121.462873,59.58223833,18.65674113
416,05CL_3163,B97xKi14,1050.555172,1100.061569,169.6538148,70.64978912,19.8714303,834.3878018,861.1951786,121.8940196,49.25553066,15.8999019
417,05CL_3164,B97xKi14,1065.166544,1090.208261,169.6655384,66.38068301,21.43749001,839.4786652,880.6142818,117.8004135,45.4390291,16.37227549
418,05CL_3165,B97xKi14,1032.809303,1089.59554,177.4627009,84.22647833,22.69697725,842.7240145,875.2896401,119.4587161,57.66756096,17.72246305
419,05CL_3166,B97xKi14,1027.336632,1071.316552,150.7868589,76.21578576,20.12970256,848.8261862,871.1371621,119.9373273,62.18718879,16.7537026
420,05CL_3167,B97xKi14,1057.133489,1110.1704,147.2634738,60.74234452,21.92533803,840.6284891,898.6312724,106.0215735,38.80746685,16.66924227
421,05CL_3168,B97xKi14,1038.216643,1096.935089,183.5812857,87.89184249,21.42288852,830.9553277,860.0138388,134.5581134,66.96830526,16.78727935
422,05CL_3169,B97xKi14,1087.9689,1129.220703,169.0839477,73.4970148,22.56108489,885.0086871,937.04873,124.3699872,59.14548214,18.48033658
423,05CL_3170,B97xKi14,1032.739019,1095.418681,141.935601,60.79586886,18.73405117,879.0978971,935.8514465,112.694334,56.30649814,16.15393131
